MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,income_per_person,rooms_per_person,bedrooms_ratio,income_category,location_category,target
4.3148,25.0,5.310107948969578,0.9793915603532876,2243.0,2.201177625122669,34.12,-117.75,1.960223450735622,2.412394115024521,0.18443910552578083,Medium,Other,2.407
2.6779,26.0,5.467871485943775,1.21285140562249,1847.0,3.708835341365462,34.1,-117.74,0.7220325933946942,1.4742826204656199,0.22181417554168198,Low,Other,1.36
3.5072,29.0,5.154135338345864,0.9172932330827067,2477.0,4.656015037593985,34.1,-117.74,0.7532621719822367,1.1069842551473557,0.17797228300510576,Medium,Other,1.219
3.2756,21.0,3.963163064833006,1.067779960707269,4369.0,2.145874263261297,34.1,-117.75,1.526464087891966,1.8468757152666513,0.2694261990333375,Medium,Other,1.568
5.6785,20.0,6.051640667025282,1.0182894029047875,4952.0,2.6637977407208178,34.12,-117.71,2.1317309168012923,2.2718093699515345,0.16826666666666668,High,Other,2.395
6.2089,26.0,7.2983050847457624,1.0101694915254238,2487.0,2.8101694915254236,34.12,-117.73,2.2094396863691195,2.5971049457177324,0.13841151881096148,Very High,Other,2.618
2.2813,41.0,4.512195121951219,1.056910569105691,1492.0,12.130081300813009,34.1,-117.71,0.1880696380697051,0.37198391420911525,0.23423423423423426,Low,Other,1.25
1.875,52.0,4.5,1.2063492063492063,2688.0,21.333333333333332,34.1,-117.71,0.087890625,0.2109375,0.26807760141093473,Low,Other,2.125
3.1477,52.0,5.58869395711501,0.9668615984405458,978.0,1.9064327485380117,34.1,-117.72,1.651094171779141,2.9314928425357873,0.17300313916986396,Medium,Other,2.912
2.4952,32.0,4.001234567901235,1.1049382716049383,1592.0,1.9654320987654321,34.1,-117.72,1.2695427135678392,2.0358040201005023,0.2761493366244986,Low,Other,1.818
5.5,46.0,5.443956043956044,1.0065934065934066,1034.0,2.2725274725274724,34.1,-117.72,2.420212765957447,2.395551257253385,0.18490109002825997,High,Other,2.897
5.8891,37.0,6.522641509433963,1.0264150943396226,1344.0,2.5358490566037735,34.1,-117.73,2.322338541666667,2.5721726190476195,0.1573618744576222,High,Other,2.26
4.1739,36.0,5.459627329192546,0.9855072463768116,1385.0,2.867494824016563,34.09,-117.71,1.455591119133574,1.903971119133574,0.18050815320439895,Medium,Other,1.587
4.2639,26.0,5.901075268817205,1.0623655913978494,1411.0,3.0344086021505374,34.08,-117.71,1.4051832034018426,1.944720056697378,0.1800291545189504,Medium,Other,1.542
3.2566,36.0,4.926421404682274,1.0969899665551839,785.0,2.6254180602006687,34.09,-117.72,1.2404119745222932,1.8764331210191083,0.22267481330617786,Medium,Other,1.518
3.7958,33.0,5.696796338672769,1.068649885583524,2575.0,2.946224256292906,34.09,-117.72,1.288360854368932,1.9335922330097088,0.18758786905001004,Medium,Other,1.525
2.4375,30.0,5.165198237885463,1.092511013215859,1897.0,4.1784140969163,34.09,-117.73,0.5833552978386927,1.2361623616236161,0.2115138592750533,Low,Other,1.121
3.5313,36.0,5.092409240924092,0.9801980198019802,1355.0,4.471947194719472,34.09,-117.73,0.7896560147601476,1.1387453874538744,0.19248217757615035,Medium,Other,1.178
2.9063,33.0,5.252918287937743,1.0311284046692606,1251.0,4.867704280155642,34.08,-117.73,0.5970576338928857,1.0791366906474822,0.19629629629629627,Low,Other,1.152
3.4871,30.0,5.682060390763765,1.0497335701598578,2192.0,3.8934280639431615,34.09,-117.74,0.895637454379562,1.459397810218978,0.18474523288527664,Medium,Other,1.364
3.6359,33.0,5.728194726166328,1.0608519269776877,1797.0,3.6450304259634887,34.08,-117.75,0.9974951029493601,1.5715080690038954,0.18519830028328615,Medium,Other,1.351
4.0368,33.0,5.308457711442786,0.9651741293532339,600.0,2.985074626865672,34.08,-117.75,1.352328,1.7783333333333333,0.18181818181818182,Medium,Other,1.391
4.2143,36.0,5.677064220183486,1.0201834862385322,1672.0,3.067889908256881,34.09,-117.75,1.373680322966507,1.8504784688995215,0.17970265029088558,Medium,Other,1.469
2.9388,37.0,4.335249042145594,0.9616858237547893,1677.0,3.2126436781609193,34.08,-117.76,0.9147606440071557,1.34943351222421,0.22182942996022978,Low,Other,1.392
6.0434,27.0,7.1606280193236715,1.1256038647342994,2817.0,3.402173913043478,34.08,-117.77,1.7763348242811503,2.104721334753284,0.15719345589475459,Very High,Other,2.148
2.8661,36.0,4.645468998410175,1.0365659777424483,2392.0,3.8028616852146264,34.07,-117.77,0.7536692725752508,1.2215719063545152,0.22313483915126622,Low,Other,1.24
3.0638,29.0,4.701421800947867,1.0458135860979463,2452.0,3.873617693522907,34.07,-117.77,0.7909402120717781,1.2137030995106035,0.2224462365591398,Medium,Other,1.136
2.63,52.0,4.513119533527697,1.0145772594752187,1131.0,3.2973760932944605,34.07,-117.75,0.7976038903625111,1.3687002652519895,0.22480620155038758,Low,Other,1.273
2.3156,51.0,3.963917525773196,1.0154639175257731,1173.0,3.0231958762886597,34.07,-117.76,0.7659444160272805,1.3111679454390452,0.25617685305591675,Low,Other,1.098
2.8594,48.0,5.307339449541284,1.1330275229357798,677.0,3.1055045871559632,34.07,-117.76,0.920752141802068,1.709010339734121,0.21348314606741575,Low,Other,1.272
1.9937,33.0,3.8792372881355934,1.0296610169491525,1625.0,3.4427966101694913,34.06,-117.76,0.5790931692307693,1.126769230769231,0.2654287274713271,Low,Other,1.036
1.9583,47.0,5.906976744186046,1.255813953488372,384.0,4.465116279069767,34.06,-117.76,0.43857760416666663,1.3229166666666667,0.2125984251968504,Low,Other,0.926
1.9766,27.0,3.685279187817259,1.0642978003384094,2379.0,4.025380710659898,34.06,-117.77,0.49103430012610344,0.9155107187894074,0.2887970615243342,Low,Other,1.08
3.9784,18.0,4.718954248366013,1.0091503267973856,2899.0,3.7895424836601306,34.07,-117.78,1.049836495343222,1.2452569851672992,0.21385041551246536,Medium,Other,1.135
2.2258,25.0,3.581589958158996,1.0271966527196652,1807.0,3.780334728033473,34.06,-117.78,0.5887838406198118,0.9474266740453791,0.2867990654205607,Low,Other,1.148
3.7583,33.0,5.627906976744186,1.106312292358804,1689.0,5.6112956810631225,34.07,-117.79,0.6697740082889284,1.0029603315571345,0.19657615112160567,Medium,Other,1.163
3.7933,34.0,5.327868852459017,1.0491803278688525,870.0,4.754098360655738,34.07,-117.79,0.7979010344827585,1.1206896551724137,0.19692307692307692,Medium,Other,1.161
2.4464,33.0,3.52,0.9066666666666666,964.0,3.2133333333333334,34.06,-117.78,0.7613278008298755,1.0954356846473028,0.25757575757575757,Low,Other,1.287
3.9224,39.0,5.332727272727273,1.0727272727272728,1886.0,3.429090909090909,34.05,-117.78,1.1438600212089078,1.5551431601272534,0.20115922263893624,Medium,Other,1.313
4.1118,5.0,4.99009900990099,1.295929592959296,2485.0,2.7337733773377337,34.05,-117.8,1.5040749295774647,1.8253521126760563,0.25970017636684306,Medium,Other,1.259
3.6298,34.0,4.2896825396825395,0.8134920634920635,1325.0,5.257936507936508,34.06,-117.8,0.6903468679245283,0.8158490566037736,0.18963922294172064,Medium,Other,1.085
3.1641,21.0,4.833333333333333,1.1067146282973621,2558.0,3.067146282973621,34.05,-117.82,1.0316103987490226,1.5758405003909304,0.2289754403373853,Medium,Other,1.173
2.227,30.0,3.7037037037037037,1.0980392156862746,1719.0,3.7450980392156863,34.06,-117.76,0.5946439790575916,0.9889470622454916,0.29647058823529415,Low,Other,0.919
1.9029,36.0,3.721227621483376,1.0473145780051152,3055.0,3.9066496163682864,34.05,-117.76,0.4870925695581015,0.9525368248772504,0.28144329896907216,Low,Other,0.98
1.6645,35.0,4.144230769230769,1.0865384615384615,1494.0,4.788461538461538,34.05,-117.75,0.34760642570281125,0.8654618473895582,0.26218097447795824,Low,Other,0.933
2.3859,36.0,4.075371549893843,1.0658174097664543,4711.0,5.001061571125265,34.05,-117.76,0.47707870940352365,0.8149012948418595,0.26152643917686896,Low,Other,1.162
3.4398,35.0,5.505119453924915,1.0170648464163823,911.0,3.1092150170648463,34.08,-117.74,1.1063242590559825,1.7705817782656423,0.18474891506509608,Medium,Other,1.343
3.0294,42.0,4.919449901768173,1.0864440078585462,1550.0,3.045186640471513,34.07,-117.74,0.9948158709677418,1.615483870967742,0.22084664536741214,Medium,Other,1.357
2.8983,48.0,4.4489051094890515,1.0930656934306568,1508.0,2.7518248175182483,34.06,-117.74,1.0532283819628647,1.616710875331565,0.24569319114027888,Low,Other,1.292
4.2415,52.0,5.695121951219512,0.9634146341463414,947.0,2.8871951219512195,34.07,-117.74,1.4690728616684268,1.972544878563886,0.16916488222698073,Medium,Other,1.401
5.2269,52.0,6.269607843137255,1.0441176470588236,444.0,2.176470588235294,34.07,-117.75,2.4015486486486486,2.880630630630631,0.16653635652853793,High,Other,1.61
1.6006,52.0,4.427083333333333,1.0173611111111112,1246.0,2.1631944444444446,34.07,-117.75,0.7399242375601925,2.046548956661316,0.22980392156862747,Low,Other,1.462
3.2481,34.0,5.528225806451613,0.9899193548387096,1761.0,3.5504032258064515,34.08,-117.72,0.9148538330494038,1.557069846678024,0.17906637490882565,Medium,Other,1.288
3.7321,33.0,5.616438356164384,1.0136986301369864,2580.0,3.5342465753424657,34.07,-117.72,1.0559817829457365,1.5891472868217056,0.18048780487804877,Medium,Other,1.342
3.8438,28.0,5.422431865828092,1.120545073375262,3502.0,3.6708595387840672,34.08,-117.73,1.0471117075956595,1.4771559109080525,0.20664991300985885,Medium,Other,1.308
4.1339,34.0,5.320158102766799,0.9552042160737813,2716.0,3.578392621870883,34.07,-117.73,1.155239359351988,1.4867452135493373,0.179544328875681,Medium,Other,1.35
1.9643,32.0,3.882249560632689,1.149384885764499,1718.0,3.0193321616871707,34.06,-117.72,0.6505743306169964,1.2857974388824214,0.2960615663196016,Low,Other,1.132
3.1786,34.0,2.8907563025210083,0.907563025210084,315.0,2.6470588235294117,34.06,-117.73,1.2008044444444443,1.0920634920634922,0.313953488372093,Medium,Other,1.178
1.4063,51.0,4.446428571428571,1.0267857142857142,368.0,3.2857142857142856,34.06,-117.73,0.428004347826087,1.3532608695652173,0.23092369477911645,Very Low,Other,0.988
2.3406,33.0,4.113490364025696,1.0471092077087794,1430.0,3.062098501070664,34.07,-117.73,0.7643777622377622,1.3433566433566435,0.25455491931285784,Low,Other,1.226
2.2596,33.0,3.8104089219330857,0.9702602230483272,854.0,3.174721189591078,34.07,-117.73,0.7117475409836066,1.2002341920374708,0.2546341463414634,Low,Other,1.194
2.8929,36.0,4.184549356223176,1.0429184549356223,809.0,3.4721030042918457,34.05,-117.73,0.8331838071693448,1.2051915945611866,0.24923076923076923,Low,Other,1.181
2.0734,28.0,3.974063400576369,1.1109510086455332,2877.0,4.145533141210374,34.05,-117.73,0.500152798053528,0.9586374695863747,0.2795503988397389,Low,Other,1.133
2.625,30.0,3.923841059602649,1.0496688741721854,1466.0,4.854304635761589,34.05,-117.74,0.5407571623465212,0.8083219645293316,0.2675105485232067,Low,Other,0.943
2.1354,29.0,3.687218045112782,1.0526315789473684,3029.0,4.5548872180451125,34.05,-117.74,0.46881512050181584,0.8095080884780457,0.2854812398042414,Low,Other,1.107
2.1141,27.0,3.8552036199095023,1.0723981900452488,1024.0,4.633484162895928,34.05,-117.74,0.45626572265625,0.8320312499999999,0.278169014084507,Low,Other,1.109
1.9718,46.0,4.252873563218391,1.028735632183908,1511.0,4.341954022988506,34.05,-117.75,0.4541273328921244,0.9794837855724686,0.24189189189189186,Low,Other,1.106
3.15,26.0,4.724691358024692,1.0049382716049382,3367.0,4.1567901234567906,34.04,-117.73,0.7577962577962577,1.1366201366201365,0.2126992422262869,Medium,Other,1.297
3.0375,42.0,5.652298850574713,1.0862068965517242,1459.0,4.192528735632184,34.03,-117.73,0.7245030843043181,1.3481836874571624,0.19217081850533807,Medium,Other,1.181
3.7454,33.0,5.139689578713969,1.0288248337028825,1904.0,4.221729490022173,34.02,-117.74,0.8871719537815126,1.2174369747899159,0.2001725625539258,Medium,Other,1.164
3.0429,27.0,4.933184855233853,0.9799554565701559,1987.0,4.425389755011136,34.04,-117.74,0.6876004529441369,1.1147458480120784,0.1986455981941309,Medium,Other,1.296
3.4609,27.0,4.805039787798409,1.072944297082228,3712.0,4.923076923076923,34.03,-117.74,0.7029953125,0.9760237068965517,0.22329561137179132,Medium,Other,1.233
3.125,22.0,4.897009966777409,1.0564784053156147,2600.0,4.318936877076412,34.04,-117.75,0.7235576923076923,1.133846153846154,0.2157394843962008,Medium,Other,1.136
2.8347,34.0,5.835365853658536,1.1097560975609757,1564.0,4.7682926829268295,34.04,-117.76,0.5944895140664962,1.2237851662404091,0.19017763845350055,Low,Other,1.158
3.4464,36.0,5.015659955257271,1.0022371364653244,2052.0,4.590604026845638,34.04,-117.76,0.7507508771929825,1.0925925925925926,0.19982158786797502,Medium,Other,1.13
5.6513,26.0,7.1936339522546415,1.06631299734748,1389.0,3.684350132625995,34.0,-117.85,1.5338661627069834,1.952483801295896,0.14823008849557523,High,Other,2.279
6.3875,10.0,6.68417104276069,1.0547636909227307,8686.0,3.2580645161290325,33.99,-117.86,1.960519801980198,2.0515772507483305,0.15780022446689113,Very High,Other,3.107
6.2384,25.0,6.656200941915228,1.0094191522762952,1885.0,2.9591836734693877,34.03,-117.8,2.1081489655172416,2.249336870026525,0.15165094339622642,Very High,Other,2.476
6.0191,8.0,6.347326732673268,1.0475247524752476,15507.0,3.0706930693069308,34.03,-117.78,1.9601763719610499,2.0670664861030503,0.16503400511636612,Very High,Other,2.539
5.0111,16.0,6.1577574967405475,1.075619295958279,4911.0,3.201434159061278,34.01,-117.83,1.5652672368153124,1.923437181836693,0.17467711200508154,High,Other,2.129
5.0869,23.0,6.419540229885057,1.132183908045977,1535.0,2.9406130268199235,34.02,-117.8,1.7298773941368077,2.1830618892508142,0.1763652641002686,High,Other,2.306
4.9589,12.0,5.918275418275418,1.0566280566280566,4332.0,2.787644787644788,34.01,-117.81,1.7788851800554015,2.1230378578024007,0.17853647928672392,High,Other,2.821
6.4266,5.0,6.730284479654303,1.0306085703997119,9427.0,3.394670507742168,34.02,-117.79,1.8931439694494536,1.982603161132916,0.15313001605136436,Very High,Other,3.156
6.8758,26.0,6.991228070175438,1.0263157894736843,383.0,3.3596491228070176,34.0,-117.84,2.0465827676240207,2.0809399477806787,0.14680050188205773,Very High,Other,2.538
6.2734,14.0,6.549701046337818,1.0280269058295963,8380.0,3.131539611360239,33.99,-117.83,2.003295751789976,2.091527446300716,0.1569578364808581,Very High,Other,2.67
6.1076,26.0,6.134907251264756,0.93929173693086,1993.0,3.360876897133221,33.98,-117.84,1.8172638233818363,1.8253888610135476,0.1531061022539857,Very High,Other,2.212
7.0329,11.0,7.450865051903114,1.065051903114187,9671.0,3.3463667820069203,33.97,-117.83,2.10165246613587,2.2265536138972184,0.14294338921655136,Very High,Other,3.683
6.6288,7.0,6.802554027504912,1.0262770137524557,15037.0,3.692779960707269,34.04,-117.87,1.7950703996807875,1.8421227638491722,0.15086642599277977,Very High,Other,3.397
5.9716,19.0,6.680805938494167,0.9936373276776246,3671.0,3.8928950159066806,34.02,-117.86,1.5339740670117135,1.7161536366112775,0.14873015873015874,High,Other,2.621
5.1762,16.0,6.371389270976616,1.046767537826685,3038.0,4.178817056396149,34.01,-117.86,1.2386759052007899,1.5246872942725476,0.16429188255613125,High,Other,2.644
6.4333,16.0,6.198952879581152,1.0034904013961605,2120.0,3.699825479930192,34.02,-117.87,1.7388117452830187,1.6754716981132076,0.16188063063063063,Very High,Other,2.715
6.9754,4.0,6.9692092372288315,1.0804758572428272,4904.0,3.4317704688593422,34.04,-117.84,2.0325951468189234,2.0307911908646004,0.15503564614921178,Very High,Other,4.025
7.5286,24.0,6.627118644067797,1.0529661016949152,1406.0,2.9788135593220337,34.06,-117.85,2.5273820768136557,2.22475106685633,0.15888746803069054,Very High,Other,4.627
8.105,23.0,6.51685393258427,0.9325842696629213,467.0,2.6235955056179776,34.08,-117.85,3.089271948608137,2.4839400428265526,0.14310344827586205,Very High,Other,3.862
11.1077,32.0,8.010526315789473,1.063157894736842,295.0,3.1052631578947367,34.07,-117.85,3.5770559322033897,2.5796610169491525,0.13272010512483576,Very High,Other,5.00001
7.5196,31.0,7.358600583090379,1.0174927113702623,1003.0,2.924198250728863,34.08,-117.86,2.571508275174476,2.5164506480558324,0.1382725832012678,Very High,Other,3.809
5.6015,33.0,5.9136125654450264,0.93717277486911,2037.0,2.6662303664921465,34.08,-117.87,2.100906234658812,2.2179675994108985,0.15847720230190349,High,Other,2.672
3.8167,21.0,6.149739583333333,1.1484375,2210.0,2.8776041666666665,34.07,-117.87,1.3263464253393666,2.13710407239819,0.18674571247088717,Medium,Other,2.587
4.51,22.0,5.858597285067873,1.0678733031674208,2315.0,2.6187782805429864,34.1,-117.85,1.7221771058315334,2.2371490280777535,0.18227457038038233,High,Other,1.899
5.5496,29.0,6.330049261083744,0.9605911330049262,2205.0,3.6206896551724137,34.09,-117.86,1.5327466666666667,1.748299319727891,0.15175097276264593,High,Other,2.182
6.4667,16.0,6.998463901689708,0.9815668202764977,2066.0,3.17357910906298,34.09,-117.85,2.037667812197483,2.2052274927395934,0.14025460930640912,Very High,Other,2.639
6.1498,26.0,6.276243093922652,0.998158379373849,1664.0,3.0644567219152856,34.09,-117.86,2.0068157451923074,2.048076923076923,0.159037558685446,Very High,Other,2.391
3.775,25.0,5.2075471698113205,1.125,1084.0,2.556603773584906,34.1,-117.87,1.4765682656826566,2.03690036900369,0.2160326086956522,Medium,Other,1.917
3.6484,31.0,4.681388012618297,1.0315457413249212,927.0,2.9242902208201893,34.09,-117.87,1.2476189859762676,1.6008629989212515,0.22035040431266845,Medium,Other,1.896
4.2685,32.0,5.55794701986755,1.0281456953642385,1696.0,2.80794701986755,34.1,-117.88,1.5201497641509434,1.9793632075471697,0.18498659517426275,Medium,Other,2.166
5.5629,36.0,5.454819277108434,0.963855421686747,1005.0,3.0271084337349397,34.09,-117.89,1.837694328358209,1.8019900497512438,0.176697956929873,High,Other,1.883
5.2405,36.0,6.335,0.955,640.0,3.2,34.09,-117.87,1.6376562499999998,1.9796874999999998,0.15074980268350432,High,Other,2.2
3.2469,33.0,4.560301507537688,1.0050251256281406,2257.0,2.8354271356783918,34.08,-117.87,1.1451184758529023,1.6083296411165264,0.22038567493112945,Medium,Other,2.069
3.5109,29.0,4.6923076923076925,1.085164835164835,2223.0,3.0535714285714284,34.09,-117.88,1.1497684210526316,1.5366621682411157,0.2312646370023419,Medium,Other,1.86
3.5977,23.0,5.439914163090129,1.0515021459227467,1327.0,2.847639484978541,34.1,-117.86,1.2633972871137904,1.910324039186134,0.1932938856015779,Medium,Other,1.806
5.0832,29.0,6.045918367346939,1.0051020408163265,588.0,3.0,34.1,-117.86,1.6944,2.0153061224489797,0.1662447257383966,High,Other,1.969
3.875,15.0,5.058405682715075,1.0757695343330702,3359.0,2.6511444356748224,34.1,-117.87,1.4616329264662102,1.9080083358142306,0.21266968325791855,Medium,Other,1.733
3.8465,17.0,5.134993446920053,1.0642201834862386,4419.0,2.895806028833552,34.1,-117.84,1.3283002941842044,1.7732518669382213,0.20724859622256253,Medium,Other,1.807
3.1133,27.0,4.201923076923077,0.96875,985.0,2.3677884615384617,34.11,-117.85,1.3148556345177664,1.7746192893401014,0.2305491990846682,Medium,Other,1.806
4.2454,33.0,6.073746312684365,1.064896755162242,1073.0,3.1651917404129795,34.12,-117.87,1.3412773532152842,1.9189189189189186,0.1753278290432249,Medium,Other,1.838
5.1708,33.0,5.755813953488372,1.062015503875969,1006.0,3.89922480620155,34.12,-117.88,1.326109741550696,1.4761431411530814,0.18451178451178454,High,Other,1.585
4.0417,34.0,6.08,1.1,522.0,3.48,34.12,-117.88,1.1614080459770113,1.7471264367816093,0.18092105263157895,Medium,Other,1.78
3.8571,34.0,4.626728110599078,1.0138248847926268,772.0,3.557603686635945,34.12,-117.87,1.0841848445595854,1.3005181347150259,0.21912350597609562,Medium,Other,1.745
4.6556,23.0,5.5169606512890095,1.1112618724559022,2105.0,2.8561736770691994,34.11,-117.87,1.6300129216152017,1.9315914489311163,0.20142646335464828,High,Other,1.996
4.5234,34.0,5.807017543859649,0.9254385964912281,799.0,3.504385964912281,34.11,-117.87,1.2907824780976218,1.6570713391739673,0.1593655589123867,High,Other,1.922
4.1411,30.0,4.978998384491114,0.9725363489499192,2008.0,3.243941841680129,34.11,-117.88,1.2765641932270917,1.5348605577689243,0.19532770927968854,Medium,Other,1.827
4.9239,35.0,5.975609756097561,0.9796747967479674,885.0,3.597560975609756,34.12,-117.89,1.368677288135593,1.6610169491525424,0.16394557823129252,High,Other,1.688
4.0938,35.0,5.446366782006921,0.9550173010380623,1088.0,3.764705882352941,34.12,-117.88,1.087415625,1.4466911764705883,0.17534942820838625,Medium,Other,1.653
4.5221,36.0,5.26797385620915,0.9607843137254902,446.0,2.915032679738562,34.11,-117.89,1.5513033632286997,1.8071748878923768,0.18238213399503722,High,Other,1.513
3.2383,18.0,4.4557926829268295,1.021341463414634,1751.0,2.669207317073171,34.11,-117.88,1.2132066247858366,1.6693318103940604,0.22921655833048235,Medium,Other,1.57
3.9934,35.0,5.399253731343284,1.0149253731343284,1224.0,4.567164179104478,34.12,-117.89,0.8743718954248365,1.1821895424836601,0.18797512093987562,Medium,Other,1.419
4.05,35.0,4.94006309148265,1.0126182965299684,1396.0,4.403785488958991,34.12,-117.89,0.9196633237822349,1.1217765042979944,0.20498084291187738,Medium,Other,1.413
3.6875,27.0,4.887550200803213,1.0742971887550201,1623.0,3.2590361445783134,34.11,-117.89,1.1314695009242144,1.4996919285274184,0.21980279375513556,Medium,Other,1.402
4.2019,37.0,5.164658634538153,1.0240963855421688,1047.0,4.204819277108434,34.11,-117.9,0.9993057306590258,1.2282712511938874,0.19828926905132194,Medium,Los Angeles,1.401
2.8547,25.0,4.107544141252006,1.0497592295345104,1674.0,2.6869983948635636,34.13,-117.88,1.0624122461170846,1.5286738351254479,0.2555685814771395,Low,Other,1.556
4.1836,36.0,5.574175824175824,0.9642857142857143,1327.0,3.6456043956043955,34.12,-117.88,1.1475737754333082,1.5290128108515448,0.17299162148841796,Medium,Other,1.643
4.1995,34.0,5.607792207792208,1.0025974025974025,1443.0,3.748051948051948,34.13,-117.89,1.120448717948718,1.4961884961884964,0.17878647522000923,Medium,Other,1.474
2.6619,25.0,4.090425531914893,1.1382978723404256,2868.0,3.8138297872340425,34.13,-117.9,0.6979598326359833,1.0725244072524407,0.2782834850455137,Low,Los Angeles,1.176
2.6292,32.0,4.581005586592179,1.0921787709497206,1312.0,3.664804469273743,34.13,-117.9,0.7174189024390244,1.25,0.23841463414634145,Low,Los Angeles,1.361
1.5,5.0,3.620578778135048,1.0160771704180065,819.0,2.6334405144694535,34.13,-117.9,0.5695970695970696,1.3748473748473746,0.2806394316163411,Very Low,Los Angeles,1.398
3.1597,37.0,4.237647058823529,0.9929411764705882,1564.0,3.68,34.13,-117.9,0.8586141304347825,1.1515345268542199,0.2343142698500833,Medium,Los Angeles,1.33
2.6629,33.0,4.9529085872576175,1.263157894736842,1787.0,4.950138504155125,34.12,-117.9,0.5379445439283715,1.0005595970900951,0.2550335570469799,Low,Los Angeles,1.241
4.0529,33.0,4.028497409326425,0.9352331606217616,1571.0,4.069948186528498,34.12,-117.9,0.9958112030553787,0.9898154042011458,0.23215434083601286,Medium,Los Angeles,1.382
3.3322,35.0,4.330316742081448,0.8778280542986425,804.0,3.6380090497737556,34.12,-117.9,0.9159405472636816,1.1902985074626864,0.2027168234064786,Medium,Los Angeles,1.514
2.2132,34.0,4.858044164037855,1.0347003154574133,1037.0,3.271293375394322,34.13,-117.91,0.6765519768563163,1.485053037608486,0.21298701298701297,Low,Los Angeles,1.385
2.8643,42.0,4.8273972602739725,1.0904109589041096,1526.0,4.1808219178082195,34.13,-117.92,0.6851045216251638,1.1546526867627784,0.22587968217934165,Low,Los Angeles,1.326
3.7846,41.0,4.515202702702703,0.9763513513513513,2259.0,3.8158783783783785,34.12,-117.91,0.9918030987162462,1.1832669322709162,0.21623643845866067,Medium,Los Angeles,1.455
4.1944,33.0,4.667785234899329,1.0369127516778522,1038.0,3.4832214765100673,34.12,-117.91,1.2041726396917147,1.340077071290944,0.22214234363767071,Medium,Los Angeles,1.495
2.9459,32.0,4.656934306569343,1.051094890510949,2161.0,3.9434306569343067,34.12,-117.92,0.7470398889403054,1.1809347524294307,0.22570532915360503,Low,Los Angeles,1.444
3.5385,36.0,3.675,0.8375,266.0,3.325,34.12,-117.93,1.0642105263157895,1.1052631578947367,0.22789115646258504,Medium,Los Angeles,1.344
2.1667,23.0,4.023588879528222,1.1086773378264532,4797.0,4.041280539174389,34.11,-117.9,0.5361419428809673,0.9956222639149468,0.27554438860971525,Low,Los Angeles,1.426
3.525,20.0,4.429172510518934,0.9593267882187938,2396.0,3.3604488078541372,34.11,-117.91,1.0489670283806345,1.3180300500834725,0.21659278024065864,Medium,Los Angeles,1.53
3.2202,24.0,4.4,1.0775193798449612,2151.0,3.3348837209302324,34.11,-117.92,0.965610878661088,1.3193863319386334,0.24489076814658206,Medium,Los Angeles,1.262
3.3625,31.0,5.077868852459017,1.040983606557377,929.0,3.807377049180328,34.1,-117.94,0.8831539289558664,1.333692142088267,0.20500403551251006,Medium,Los Angeles,1.534
3.0417,18.0,4.730769230769231,1.0769230769230769,121.0,4.653846153846154,34.11,-117.97,0.6535884297520661,1.0165289256198347,0.22764227642276422,Medium,Los Angeles,1.375
3.5625,11.0,4.517890772128061,0.992467043314501,2307.0,4.344632768361582,34.08,-117.99,0.8199772431729518,1.0398786302557435,0.2196748645268862,Medium,Los Angeles,1.41
3.4327,31.0,4.3429394812680115,1.063400576368876,1548.0,4.461095100864553,34.07,-117.99,0.7694747416020672,0.9735142118863049,0.24485733244857333,Medium,Los Angeles,1.472
3.0184,15.0,4.30498177399757,1.0789793438639126,3131.0,3.804374240583232,34.07,-117.98,0.7934024912168637,1.1315873522836155,0.25063505503810335,Medium,Los Angeles,1.394
2.9107,28.0,4.083333333333333,0.9814814814814815,504.0,4.666666666666667,34.07,-117.98,0.6237214285714285,0.8749999999999999,0.24036281179138325,Low,Los Angeles,1.525
2.564,32.0,4.18655462184874,1.035294117647059,2660.0,4.470588235294118,34.06,-117.99,0.5735263157894737,0.9364661654135339,0.24729024488157367,Low,Los Angeles,1.458
2.25,34.0,3.9812206572769955,1.0704225352112675,1609.0,3.776995305164319,34.07,-118.0,0.5957116221255438,1.0540708514605346,0.2688679245283018,Low,Los Angeles,1.385
2.4911,35.0,4.506702412868632,0.9651474530831099,1648.0,4.418230563002681,34.07,-117.99,0.5638229975728155,1.0200242718446602,0.21415823914336704,Low,Los Angeles,1.459
2.8906,35.0,5.403141361256544,1.0837696335078535,954.0,4.994764397905759,34.08,-117.99,0.5787259958071279,1.0817610062893082,0.20058139534883723,Low,Los Angeles,1.348
3.0806,8.0,4.534675615212528,1.0738255033557047,1781.0,3.9843400447427295,34.08,-117.97,0.7731769792251544,1.1381246490735542,0.23680315737543167,Medium,Los Angeles,1.424
3.3261,30.0,4.62993762993763,0.9854469854469855,1961.0,4.076923076923077,34.08,-117.97,0.8158358490566038,1.1356450790413055,0.21284238886394252,Medium,Los Angeles,1.641
3.7736,32.0,4.343283582089552,1.0582089552238807,2583.0,3.855223880597015,34.07,-117.96,0.9788277197057685,1.126596980255517,0.24364261168384882,Medium,Los Angeles,1.584
3.2,20.0,4.4081196581196584,1.0598290598290598,1573.0,3.361111111111111,34.07,-117.97,0.9520661157024793,1.3115066751430389,0.24042656325739215,Medium,Los Angeles,1.571
2.7802,22.0,4.2925373134328355,1.0865671641791044,1325.0,3.955223880597015,34.07,-117.97,0.7029184905660376,1.0852830188679243,0.25312934631432543,Low,Los Angeles,1.625
